variant,head,active,raw_mse,flow_objective,gradient_norm,endpoint_type_nll
type_riemannian_simplex_endpoint_nll,type,True,0.006626070477068424,0.7899765968322754,0.04668113814666102,-0.0
type_riemannian_simplex_endpoint_nll,coord,False,0.00014754693256691098,14754.693359375,0.004400397473216012,-0.0
type_riemannian_simplex_endpoint_nll,lattice,False,0.0020441056694835424,204410.5625,0.047401098520726694,-0.0
geometry_typewise_ot_no_drift_normalized,type,False,0.36183980107307434,36183980.0,1.1664145958121044,0.0
geometry_typewise_ot_no_drift_normalized,coord,True,0.047973886132240295,0.9621299505233765,0.010315949526854804,0.0
geometry_typewise_ot_no_drift_normalized,lattice,True,0.5237407088279724,0.12382735311985016,3.720898835985508,0.0
joint_ot_simplex_no_drift_normalized,type,True,0.0009207580587826669,0.10912756621837616,0.006191358601419751,0.10166098177433014
joint_ot_simplex_no_drift_normalized,coord,True,0.037883006036281586,0.932579517364502,0.014251616126782348,0.10166098177433014
joint_ot_simplex_no_drift_normalized,lattice,True,1.1690192222595215,0.1829281747341156,4.165378710044943,0.10166098177433014
